num_states,length_alphabet,num_strings_found,is_Infinite
5,2,68,True
5,4,38,True
5,6,72,True
5,8,20,True
5,10,0,False
5,2,13,True
5,4,29,True
5,6,4,True
5,8,40,True
5,10,29,True
5,2,10,True
5,4,48,True
5,6,32,True
5,8,21,True
5,10,8,True
5,2,21,True
5,4,42,True
5,6,23,True
5,8,36,True
5,10,6,True
5,2,20,True
5,4,32,True
5,6,52,True
5,8,0,False
5,10,28,True
5,2,9,True
5,4,51,True
5,6,0,False
5,8,13,True
5,10,25,True
5,2,11,True
5,4,71,True
5,6,0,False
5,8,17,True
5,10,33,True
5,2,23,True
5,4,50,True
5,6,24,True
5,8,36,True
5,10,25,True
5,2,74,True
5,4,54,True
5,6,2,True
5,8,36,True
5,10,6,True
5,2,16,True
5,4,22,True
5,6,32,True
5,8,10,True
5,10,29,True
5,2,28,True
5,4,83,True
5,6,32,True
5,8,5,True
5,10,4,True
5,2,30,True
5,4,31,True
5,6,45,True
5,8,0,False
5,10,6,True
5,2,33,True
5,4,17,True
5,6,25,True
5,8,0,False
5,10,4,True
5,2,22,True
5,4,43,True
5,6,0,False
5,8,37,True
5,10,20,True
5,2,9,True
5,4,19,True
5,6,35,True
5,8,31,True
5,10,29,True
5,2,35,True
5,4,19,True
5,6,52,True
5,8,5,True
5,10,22,True
5,2,54,True
5,4,6,True
5,6,0,False
5,8,37,True
5,10,0,False
5,2,83,True
5,4,31,True
5,6,28,True
5,8,0,False
5,10,32,True
5,2,14,True
5,4,24,True
5,6,0,False
5,8,31,True
5,10,0,False
5,2,25,True
5,4,18,True
5,6,2,True
5,8,31,True
5,10,28,True
5,2,16,True
5,4,42,True
5,6,37,True
5,8,0,False
5,10,13,True
5,2,24,True
5,4,6,True
5,6,22,True
5,8,31,True
5,10,0,False
5,2,27,True
5,4,17,True
5,6,24,True
5,8,36,True
5,10,3,True
5,2,53,True
5,4,0,False
5,6,41,True
5,8,11,True
5,10,0,False
